Customer ID,lifetimes_frequency,lifetimes_monetary_value,lifetimes_recency,lifetimes_T,predicted_purchases_6_month,predicted_purchases_12_month,predicted_monetary_value,CLV_6_month,CLV_12_month,clv_tier
12346.0,8.0,1e-10,198.0,291.0,4.5559822696211,9.203788928399009,0.48105020664812775,2.191656212286436,4.427484565952094,Gold
12349.0,2.0,634.26,165.0,301.0,1.40246970195443,2.8301660231631844,-278.8951055221072,-391.141935518139,-789.3194516751788,Bronze
12358.0,1.0,268.1,181.0,297.0,0.800929011119383,1.6142000746199094,-48.42426511466748,-38.78439877247346,-78.16645236151052,Silver
12359.0,5.0,231.46800000000002,199.0,300.0,2.9695106055173808,5.99775940540332,-746.6986033543134,-2217.3294217856496,-4478.518571269856,Bronze
12360.0,2.0,311.02,92.0,221.0,1.7581655000526706,3.545295471898814,-136.8389453634659,-240.58551280163812,-485.1344933765049,Bronze
12361.0,2.0,106.075,220.0,248.0,1.7297059661923633,3.48887948517976,-46.770575905129235,-80.89934418535483,-163.1769027854482,Silver
12369.0,1.0,1259.48,192.0,207.0,1.194982475556292,2.4060468695886024,-227.02309567399232,-271.28862087696024,-546.228208670723,Bronze
12370.0,1.0,211.66,44.0,234.0,0.6292906599731077,1.2674575936018866,-38.256500991154496,-24.074458756985464,-48.488492685876864,Silver
12371.0,0.0,1e-10,0.0,211.0,0.5934427960669567,,1e-10,5.934427960669568e-11,,
12373.0,1.0,325.15,49.0,239.0,0.6393242249825022,1.2877388148829714,-58.701921798693256,-37.529560658933015,-75.59274320840211,Silver
12374.0,0.0,1e-10,0.0,154.0,0.7600754297574025,,1e-10,7.600754297574025e-11,,
12379.0,0.0,1e-10,0.0,100.0,,,1e-10,,,
12380.0,3.0,1231.3966666666665,197.0,228.0,2.5240738534626117,5.092724968369491,-1040.5564376081406,-2626.441297218907,-5299.267750804588,Bronze
12388.0,1.0,658.83,137.0,148.0,1.5621407254042325,3.1427227539705216,-118.81495391658501,-185.60567830012457,-373.40245918561067,Bronze
12389.0,1.0,398.18,88.0,221.0,0.9112257523560081,1.83502732944819,-71.85840326467753,-65.47922757795722,-131.8621338411923,Silver
12391.0,4.0,386.7975,198.0,228.0,3.1879631141085865,6.433997273676269,-606.8060434138869,-1934.4752838216448,-3904.188428975232,Bronze
12395.0,1.0,251.38,108.0,168.0,1.3219065351526742,2.6602133976945685,-45.412128046185245,-60.030588839442316,-120.80595144628326,Silver
12399.0,1.0,333.46999999999997,125.0,210.0,1.0773113455773864,2.169201739850655,-60.20078426339254,-64.85498789960937,-130.58764596452505,Silver
12402.0,4.0,167.8,220.0,236.0,3.104543863162847,6.266125722335604,-263.3985523089257,-817.7323591366534,-1650.4884438489194,Bronze
12406.0,1.0,748.0,101.0,263.0,0.7646248526404489,1.5405189656440341,-134.87908444269505,-103.13190006627435,-207.7837876526749,Silver
12408.0,2.0,157.105,61.0,64.0,4.6993101088250855,9.452091896250344,-69.1970263843257,-325.1782855884979,-654.0566523319062,Bronze
12409.0,2.0,1e-10,40.0,131.0,2.6056676166829784,5.24796330041643,-0.15317957789971584,-0.3991350656704572,-0.8038808031909883,Gold
12412.0,3.0,163.33666666666667,60.0,105.0,4.517930759865621,9.100238940098214,-138.193243592038,-624.347506030071,-1257.591536594742,Bronze
12414.0,0.0,1e-10,0.0,29.0,,,1e-10,,,
12415.0,2.0,195.62,30.0,93.0,3.443689373970879,6.931002038856886,-86.12343712714859,-296.5823652846107,-596.9217183216297,Bronze
12417.0,11.0,193.32818181818183,299.0,299.0,6.217888419396114,12.563286915383047,478.1406862448205,2973.02543584378,6007.018627211824,Gold
12418.0,2.0,265.56,54.0,196.0,1.778935919447754,3.5861509304606836,-116.86037513449723,-207.8871188868963,-419.07894302256176,Bronze
12421.0,1.0,1e-10,5.0,71.0,1.901019397378382,3.8190917315916795,-0.12558401061338756,-0.23873764017662236,-0.47961685655371017,Gold
12422.0,7.0,309.8985714285714,271.0,287.0,4.260053631536965,8.605189542212154,4831.601349380786,20582.880874568516,41576.84540382967,Platinum
12424.0,3.0,139.09666666666666,184.0,298.0,1.9554163939633702,3.947807809853413,-117.71379129258821,-230.1794772891096,-464.7114245923344,Bronze
12425.0,0.0,1e-10,0.0,14.0,,,1e-10,,,
12426.0,1.0,1e-10,16.0,228.0,0.43573862481990966,0.8775629778207319,-0.12558401061338756,-0.054721804084046435,-0.11020787832055479,Gold
12429.0,1.0,1046.65,105.0,112.0,1.9270470743917716,3.87451068020011,-188.68140115933488,-363.5979420962365,-731.0481039469644,Bronze
12431.0,10.0,247.375,230.0,259.0,6.419400224821116,12.96614472844773,717.4132484702717,4605.362768519709,9302.084009771375,Gold
12433.0,1.0,973.69,27.0,42.0,3.388250384431284,6.802320427808969,-175.5375303150488,-594.7651045720822,-1194.0625283091924,Bronze
12435.0,2.0,1283.6000000000001,260.0,303.0,1.4529848684825941,2.932152241149368,-564.2643266500993,-819.8675284471141,-1654.5089099877277,Bronze
12437.0,16.0,323.749375,295.0,303.0,8.736477117999787,17.6543529147853,548.2716934817744,4789.963104550515,9679.381969914235,Gold
